instruction,category,intent,urgency
Can you show me invoice numbre 8842?,INVOICE,check_invoice,medium
"Hi, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
When can I expect my package? Thanks!,DELIVERY,delivery_period,medium
"Hi, I need a human agnet right now",CONTACT,contact_human_agent,low
Quick questino - I want to write a review of my experience,FEEDBACK,review,low
How can I change my account information?,ACCOUNT,edit_account,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"Hello, I need a human agent right now",CONTACT,contact_human_agent,low
"i need to reset my password, please help.",ACCOUNT,recover_password,high
what are my pamyent options at checkout?,PAYMENT,check_payment_methods,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
i need to update the email on my profile,ACCOUNT,edit_account,low
could you help - how do contact your support team?,CONTACT,contact_customer_service,low
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Quick - do you offer money-back guarantees?,REFUND,check_refund_policy,high
"cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
I have a question: sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
"i need to reset my password, please help. many thanks.",ACCOUNT,recover_password,high
Do you offer experss delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
Quick question - what is your refund policy?,REFUND,check_refund_policy,high
i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
coudl you help - i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Quick question - I need to modify my exitsing oredr,ORDER,change_order,medium
Why can't I create my account? It says invaldi input.,ACCOUNT,registration_problems,low
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
I have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
It's been 10 days and no refund yet.,REFUND,track_refund,high
"hi, i need to updtae the email on my profile",ACCOUNT,edit_account,low
please connect me to a real person.,CONTACT,contact_human_agent,low
could you help - please send me the invoice for my recent order,INVOICE,get_invoice,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
I a question: my payment was declined but my cadr is fine,PAYMENT,payment_issue,high
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
I need my money back for this defective product!,REFUND,get_refund,high
Quick question - when will my refund be processed?,REFUND,track_refund,high
your support has been and i'm furious about it,FEEDBACK,complaint,high
"Good morning, what is your refund policy?",REFUND,check_refund_policy,high
"Hi, I need to my existing order",ORDER,change_order,medium
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
"please refund order #3300, the item arrived brokne. looking forward to hearing bac.k",REFUND,get_refund,high
I need an invoice for accounting. Thanks in advanc.e,INVOICE,get_invoice,medium
remove my account from your system. Many thanks.,ACCOUNT,delete_account,high
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
could you help - what shipping methods are available?,DELIVERY,delivery_options,medium
"Excuse me, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
Please cancel order #1234 before it ships. I'd apprecitae a quick reply.,CANCEL,cancel_order,high
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
Yuor support has been awful and I'm furious about it,FEEDBACK,complaint,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
could you help - what is your refund policy?,REFUND,check_refund_policy,high
Quick question - how do I conatct your support tea?m,CONTACT,contact_customer_service,low
Could you help - how can I leave a review for the product I bought?,FEEDBACK,review,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
I'd like to edit my personal details. Thanks!,ACCOUNT,edit_account,low
"Hey there, I need to use a different usre profile",ACCOUNT,switch_account,low
How do I order this product? Thanks in advance.,ORDER,place_order,medium
I want to update the quantity in my order,ORDER,change_order,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
Where can I view my past invoices? Looking forward to hearing back.,INVOICE,check_invoice,medium
I need an invoice for accounting. Tihs is urgent.,INVOICE,get_invoice,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
Could you help - I need to look up an old invoice,INVOICE,check_invoice,medium
can i set up multiple addresses on my profile? looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
could you help - can you help complete my purchase?,ORDER,place_order,medium
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
can i choose same-day shipping?,DELIVERY,delivery_options,medium
"Excuse me, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
i need my money back for this defective product!,REFUND,get_refund,high
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
quick question - i frogot my password and can't log in,ACCOUNT,recover_password,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hi team, I want to get a refund for my purchaes",REFUND,get_refund,high
"Wrong address on my order, please update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address,medium
quick question - i need to look up an old invoice,INVOICE,check_invoice,medium
"excuse me, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
Where do I post a product reveiw? Thanks!,FEEDBACK,review,low
I haev a question: addign a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
i'd like to receive your weekly emails. many thanks.,NEWSLETTER,newsletter_subscription,low
could you help - how do i subscribe to yuor newsletter?,NEWSLETTER,newsletter_subscription,low
"Help, the payment failed but money was deducetd!",PAYMENT,payment_issue,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, wihch payment methods do you accept?",PAYMENT,check_payment_methods,medium
How many days do I haev to return an item? Thanks!,REFUND,check_refund_policy,high
"Hey there, how can I leave a reviwe for the product I bought?",FEEDBACK,review,low
"hello, i want to get a refund for my purchase",REFUND,get_refund,high
it's been 10 days and no refund yet. cheers.,REFUND,track_refund,high
"Quick question - I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Good morning, how do I track my shipment?",ORDER,track_order,medium
where do i post a product review? thanks in advance.,FEEDBACK,review,low
"cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
I need to talk to someone about my order. I'd appreciate a quick reply.,CONTACT,contact_customer_service,low
Please change the size on my recnet order before it ships,ORDER,change_order,medium
"Hey there, can you help me copmlete my purchase?",ORDER,place_order,medium
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
What is customer service phone number?,CONTACT,contact_customer_service,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"hi, cancel my order asap, ordered the wrong item",CANCEL,cancel_order,high
"good morning, cancel my order aasp, i ordered the wrong item",CANCEL,cancel_order,high
I want to update the quantity in my order,ORDER,change_order,medium
Quick question - I want to update the quantity in my order,ORDER,change_order,medium
"hi team, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
Can I set up multiple addresses on my profile? I'd appreciate a quick reply.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hello, how do I request a refund?",REFUND,get_refund,high
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
"Hello, I want to update the quantity my order",ORDER,change_order,medium
i need to talk to someone about my order. please assist.,CONTACT,contact_customer_service,low
Could you help - I want to delete my acconut permanently,ACCOUNT,delete_account,high
can you check on the status of my refund?,REFUND,track_refund,high
"Godo morning, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"there, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
Quick question - I want to write a review of my exeprience,FEEDBACK,review,low
"Hi team, what is your refund policy?",REFUND,check_refund_policy,high
"Hi, can you help me modify my account settings?",ACCOUNT,edit_account,low
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund,high
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
