instruction,category,intent
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
I'd like to edit my personal details. Thanks!,ACCOUNT,edit_account
"Hey there, I need to use a different usre profile",ACCOUNT,switch_account
How do I order this product? Thanks in advance.,ORDER,place_order
I want to update the quantity in my order,ORDER,change_order
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
Where can I view my past invoices? Looking forward to hearing back.,INVOICE,check_invoice
I need an invoice for accounting. Tihs is urgent.,INVOICE,get_invoice
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
Could you help - I need to look up an old invoice,INVOICE,check_invoice
can i set up multiple addresses on my profile? looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address
could you help - can you help complete my purchase?,ORDER,place_order
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
can i choose same-day shipping?,DELIVERY,delivery_options
"Excuse me, I'm still waiting for my refund, where is it?",REFUND,track_refund
i need my money back for this defective product!,REFUND,get_refund
Your support has been awful and I'm furious about it,FEEDBACK,complaint
quick question - i frogot my password and can't log in,ACCOUNT,recover_password
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
"Hi team, I want to get a refund for my purchaes",REFUND,get_refund
"Wrong address on my order, please update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address
quick question - i need to look up an old invoice,INVOICE,check_invoice
"excuse me, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address
Where do I post a product reveiw? Thanks!,FEEDBACK,review
I haev a question: addign a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice
i'd like to receive your weekly emails. many thanks.,NEWSLETTER,newsletter_subscription
could you help - how do i subscribe to yuor newsletter?,NEWSLETTER,newsletter_subscription
"Help, the payment failed but money was deducetd!",PAYMENT,payment_issue
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Hi team, wihch payment methods do you accept?",PAYMENT,check_payment_methods
How many days do I haev to return an item? Thanks!,REFUND,check_refund_policy
"Hey there, how can I leave a reviwe for the product I bought?",FEEDBACK,review
"hello, i want to get a refund for my purchase",REFUND,get_refund
it's been 10 days and no refund yet. cheers.,REFUND,track_refund
"Quick question - I'm still waiting for my refund, where is it?",REFUND,track_refund
"Good morning, how do I track my shipment?",ORDER,track_order
where do i post a product review? thanks in advance.,FEEDBACK,review
"cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
What's the typical delivery time to my country?,DELIVERY,delivery_period
I need to talk to someone about my order. I'd appreciate a quick reply.,CONTACT,contact_customer_service
Please change the size on my recnet order before it ships,ORDER,change_order
"Hey there, can you help me copmlete my purchase?",ORDER,place_order
Could you help - I'd like to download an invoice,INVOICE,get_invoice
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
What is customer service phone number?,CONTACT,contact_customer_service
How do I log into a secondary account?,ACCOUNT,switch_account
"hi, cancel my order asap, ordered the wrong item",CANCEL,cancel_order
"good morning, cancel my order aasp, i ordered the wrong item",CANCEL,cancel_order
I want to update the quantity in my order,ORDER,change_order
Quick question - I want to update the quantity in my order,ORDER,change_order
"hi team, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems
Can I set up multiple addresses on my profile? I'd appreciate a quick reply.,SHIPPING_ADDRESS,set_up_shipping_address
"Hello, how do I request a refund?",REFUND,get_refund
Your support has been awful and I'm furious about it,FEEDBACK,complaint
"Hello, I want to update the quantity my order",ORDER,change_order
i need to talk to someone about my order. please assist.,CONTACT,contact_customer_service
Could you help - I want to delete my acconut permanently,ACCOUNT,delete_account
can you check on the status of my refund?,REFUND,track_refund
"Godo morning, I'm trying to find a copy of my invoice",INVOICE,check_invoice
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
"there, I'm trying to find a copy of my invoice",INVOICE,check_invoice
Quick question - I want to write a review of my exeprience,FEEDBACK,review
"Hi team, what is your refund policy?",REFUND,check_refund_policy
"Hi, can you help me modify my account settings?",ACCOUNT,edit_account
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund
I'd like to share my feedback on a recent purchase,FEEDBACK,review
"hello, the password reset email never arrived",ACCOUNT,recover_password
Can reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
"Good morning, how long will my ordre take to arrive?",DELIVERY,delivery_period
"hi, what are my payment options at checkout?",PAYMENT,check_payment_methods
I have a question: I want to delete my account permanently,ACCOUNT,delete_account
How many days do I have to return an item? I'd appreciate a quick reply.,REFUND,check_refund_policy
"excuse me, i'm having trouble paying, the page errors out",PAYMENT,payment_issue
I have a question: please send me the invoice for my recent order,INVOICE,get_invoice
I have a question: sign me up for promotionla emails,NEWSLETTER,newsletter_subscription
"Excuse me, I'm extremely unhappy with the service",FEEDBACK,complaint
can i choose same-day shipping?,DELIVERY,delivery_options
Your support has been awful and I'm furiuos about it,FEEDBACK,complaint
"Hello, I'd like to place a new order",ORDER,place_order
"Hi team, I want to write a review my experience",FEEDBACK,review
the password reset email never arrived,ACCOUNT,recover_password
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Hi, my payment was declined but my card is fine",PAYMENT,payment_issue
I need to talk to someone about my order. Cheesr.,CONTACT,contact_customer_service
Please remove my account from your system. Many thanks.,ACCOUNT,delete_account
"Hey tehre, what are my delivery options for this order?",DELIVERY,delivery_options
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order
how do i contact your support team?,CONTACT,contact_customer_service
I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
what's the typical delivery time to my country?,DELIVERY,delivery_period
"Good morning, I want to switch to a different account",ACCOUNT,switch_account
I'd like to download an invoice,INVOICE,get_invoice
How do I log into a secondary account?,ACCOUNT,switch_account
where can i view my pats invoices? i'd aprpeciate a quick reply.,INVOICE,check_invoice
"Good morning, I want to speak with a hmuan agent, not a bot",CONTACT,contact_human_agent
i have a question: how can i sign up for an account?,ACCOUNT,create_account
Your support has been awful and I'm furious about it,FEEDBACK,complaint
I have a quetsion: I want to lodge a complaint about the recent experience,FEEDBACK,complaint
I'd like to receive your weekly emails. Please assist.,NEWSLETTER,newsletter_subscription
"hey there, the password reset email never arrived",ACCOUNT,recover_password
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"This is unacceptable, I want to file a formal complaint! Thanks!",FEEDBACK,complaint
Where do I post a product review? Thanks in advance.,FEEDBACK,review
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy
"I need to reset my password, please help. This is urgent.",ACCOUNT,recover_password
"help, the payment failed but money was deducted!",PAYMENT,payment_issue
How do I log into a secondary account?,ACCOUNT,switch_account
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
How do I order this product? Many thanks.,ORDER,place_order
Can a live representatvie help me? The chatbot isn't enough.,CONTACT,contact_human_agent
Can you check on the status my refund?,REFUND,track_refund
Can you show me invoice number 8842?,INVOICE,check_invoice
do you take apple pay or only credit cards? thanks!,PAYMENT,check_payment_methods
it's been 10 days and no refund yet. looking forward to hearing bakc.,REFUND,track_refund
when can i expect my pakcage? thanks in advance.,DELIVERY,delivery_period
i'd lkie to receive your wekely emails. this is urgent.,NEWSLETTER,newsletter_subscription
How many dasy do I have to return an item? Looking fowrard to hearing back.,REFUND,check_refund_policy
Can you me the status of odrer #9001?,ORDER,track_order
I'd like to receive your weekly emails. This is urgent.,NEWSLETTER,newsletter_subscription
I have a question: I want to write a review of my experience,FEEDBACK,review
how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
How do I log itno a secondary account?,ACCOUNT,switch_account
"excuse me, what is your refund policy?",REFUND,check_refund_policy
"Excuse me, can you help me modify my acocunt settings?",ACCOUNT,edit_account
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
