instruction,category,intent,urgency
"I'd like to register, what's the process? I'd appreciate a quick reply.",ACCOUNT,create_account,low
what shipping methods are available?,DELIVERY,delivery_options,medium
Can you email me a PDF invoice for order #550?0,INVOICE,get_invoice,medium
Can I pay wtih PayPal? Is bank transefr an option?,PAYMENT,check_payment_methods,medium
"Hey there, what are my payment at checkout?",PAYMENT,check_payment_methods,medium
"hel,p the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
when can i expect my package?,DELIVERY,delivery_period,medium
"Hey there, can you help me complete my purchase?",ORDER,place_order,medium
i need my money back for this defective product!,REFUND,get_refund,high
How can I change my account information?,ACCOUNT,edit_account,low
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"Hey there, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
when can i expect my package? please assist.,DELIVERY,delivery_period,medium
Please change the size on my recent order before it ships,ORDER,change_order,medium
Please cancel order #1234 before it ships. I'd apprecitae a quick reply.,CANCEL,cancel_order,high
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
Quick question - how long will my order take to arrive?,DELIVERY,delivery_period,medium
can i set up multiple addresses on my profile? looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a quetsion: I'd like to place a new order,ORDER,place_order,medium
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: can you help me complete my purchase?,ORDER,place_order,medium
I have a question: is there a support email I can use?,CONTACT,contact_customer_service,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Could you help - I'm getitng an error when trying to register,ACCOUNT,registration_problems,low
I need to talk to someone about my order. Cheers.,CONTACT,contact_customer_service,low
Please remove my account from your system. Please assist.,ACCOUNT,delete_account,high
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi, do you offre money-back guarantees?",REFUND,check_refund_policy,high
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
"This is unacceptable, I want to file a formal complaint! This is urgent.",FEEDBACK,complaint,high
how many days do i have to return an item? thanks in advance.,REFUND,check_refund_policy,high
do I cloes my account? I no longer want to use the service.,ACCOUNT,delete_account,high
i need to cancel my order immediately,CANCEL,cancel_order,high
Can you help me open a customer account?,ACCOUNT,create_account,low
Please remove my account from your system.,ACCOUNT,delete_account,high
what is your refund policy?,REFUND,check_refund_policy,high
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"good morning, how do i subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
"i'm ready to buy, what's next?",ORDER,place_order,medium
i need to use a different user profile,ACCOUNT,switch_account,low
Quick question - can you help me complete my purchase?,ORDER,place_order,medium
"i'd like to register, what's the process? looking forward to hearing back.",ACCOUNT,create_account,low
tarcking number says delivered but i never got it. please assist.,ORDER,track_order,medium
I need to talk to someone about my order. I'd appreciate a quick reply.,CONTACT,contact_customer_service,low
"hi, i forgot my password and can't log in",ACCOUNT,recover_password,high
"Hey there, I need a human agent right now",CONTACT,contact_human_agent,low
Could you help - I'd like to place a new order,ORDER,place_order,medium
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
"Hello, I want to update the quantity my order",ORDER,change_order,medium
"Hi team, how do I request a refund?",REFUND,get_refund,high
"hey there, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"Good morning, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
"Quick question - I want to speak wiht a human agent, not a bot",CONTACT,contact_human_agent,low
"hey there, which methods do you accept?",PAYMENT,check_payment_methods,medium
"Excuse me, can you help me modify my acocunt settings?",ACCOUNT,edit_account,low
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period,medium
Quick question - how can I sign up for an account?,ACCOUNT,create_account,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"excuse me, i'm extremely unhappy with the service",FEEDBACK,complaint,high
I have a question: I want to lodge complaitn about the recent experience,FEEDBACK,complaint,high
"Good morning, how long will my ordre take to arrive?",DELIVERY,delivery_period,medium
Can you email me PDF invoice for order #5500?,INVOICE,get_invoice,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"hi team, how long will my ordre take to arrive?",DELIVERY,delivery_period,medium
"Hey there, I need a human agent right now",CONTACT,contact_human_agent,low
How do I order this product? I'd appreciate a quick reply.,ORDER,place_order,medium
"hey there, my payment was declined but my card is fine",PAYMENT,payment_issue,high
I was charged twice for the same order! Please assist.,PAYMENT,payment_issue,high
I'd like to receiev your weekly emails.,NEWSLETTER,newsletter_subscription,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
"I'd like to register, what's the process? Cheers.",ACCOUNT,create_account,low
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
When can I expect my package? Thanks in advance.,DELIVERY,delivery_period,medium
"Hi, where is my order? It hasn't arrived yet",ORDER,track_order,medium
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
quick question - the password reset email never arrived,ACCOUNT,recover_password,high
Can you help me opne a customer account? This is urgent.,ACCOUNT,create_account,low
"Hi, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
"Hi, I want to cretae a new account on your platform",ACCOUNT,create_account,low
"hi, i need a human agent right",CONTACT,contact_human_agent,low
"I need to reset my password, please",ACCOUNT,recover_password,high
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"hi team, what are my payment options at checkotu?",PAYMENT,check_payment_methods,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Hi team, I'm extremeyl unhappy with the service",FEEDBACK,complaint,high
Can I add another item to order #4422? Looking forward to hearing back.,ORDER,change_order,medium
"good morning, i'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
Quick question - I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
Could you help - which payment methods do you accept?,PAYMENT,check_payment_methods,medium
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"hey there, i need to cancel my order immediately",CANCEL,cancel_order,high
"excuse me, what is your refund policy?",REFUND,check_refund_policy,high
Where can I view my past invoices? Thanks!,INVOICE,check_invoice,medium
"Hey there, I wnat to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
i'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
I was charged twice for the same order! I'd appreciate a quick relpy.,PAYMENT,payment_issue,high
Could you help - I want to to a different account,ACCOUNT,switch_account,low
Can I have two accounts and swtich between them? Many thanks.,ACCOUNT,switch_account,low
How do I close my accuont? I no longre want to use the service.,ACCOUNT,delete_account,high
tracking number says delivered but i never got it. thanks in advance.,ORDER,track_order,medium
"Hello, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"excuse me, what is your refund policy?",REFUND,check_refund_policy,high
Quick question - I forgot my passwrod and cna't log in,ACCOUNT,recover_password,high
"Could you help - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
I need my money back for this defective product!,REFUND,get_refund,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
do you take appel pay or only credit cards? many thanks.,PAYMENT,check_payment_methods,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
could you help - what is your refund polciy?,REFUND,check_refund_policy,high
want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
Can I hvae two accounts and switch between them? Thanks in advance.,ACCOUNT,switch_account,low
"Hi, what shipping methods are available?",DELIVERY,delivery_options,medium
Please connect me to a real person. I'd appreciate a quick reply.,CONTACT,contact_human_agent,low
Could you help - I need to use a different user profile,ACCOUNT,switch_account,low
When can I expect my package? Looking forward to heraing back.,DELIVERY,delivery_period,medium
"Hey there, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
Where can I view my past invoices? Many thanks.,INVOICE,check_invoice,medium
"Hi, what are my pamyent options at checkout?",PAYMENT,check_payment_methods,medium
"excuse me, i'm still waiting for my refund, where is it?",REFUND,track_refund,high
Can I pay with PayPla? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Godo morning, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
I need an invocie for accounting. Thanks in advance.,INVOICE,get_invoice,medium
